	lig	adj_sint
sprida	propagere	vblex
sprida	spre	vblex
sprida	utbre	vblex
springa	beine	vblex
springa	bene	vblex
springa	kute	vblex
springa	løpe	vblex
springa	løype	vblex
springa	ploge	vblex
springa	springe	vblex
sprinta	sprinte	vblex
spritta	spjette	vblex_no-adjpp-pasv
sprudla	puldre	vblex_no-adjpp-pasv
sprudla	purle	vblex_no-adjpp-pasv
sprudla	sprudle	vblex_no-adjpp-pasv
spruta	sprøyte	vblex
sprutlackera	sprøytelakkere	vblex
spräcka	flakne	vblex
spräcka	sprekke	vblex
spränga	blåse	vblex
spränga	sprenge	vblex
sprätta	spre	vblex
sprätta	sprette	vblex
spurta	spurte	vblex
spy	spy	vblex
spä	spe	vblex
späcka	spekke	vblex
spänna	spenne	vblex
spärra	sperre	vblex
spå	forespeile	vblex
spå	spore	vblex
spå	spå	vblex
spåra	spore	vblex
spåra_upp	oppspore	vblex
spöa	slå	vblex
spöka	fleipe	vblex
spöka	gante	vblex
spöka	skøye	vblex
spöka	spøke	vblex
spörja	spørre	vblex
stabilisera	stabilisere	vblex
stadfästa	fastsette	vblex
stadfästa	stadfeste	vblex
stadga	fastsette	vblex
stagnera	stagnere	vblex
staka	stage	vblex
staka	stake	vblex
stalka	jakte	vblex
stamma	nedstamme	vblex
stamma	stamme	vblex
stamma	ætte	vblex
stampa	sjabbe	vblex
stampa	stampe	vblex
standardisera	standardisere	vblex
stanna	forbli	vblex
stanna	hevle	vblex
stanna	stane	vblex
stanna	stanse	vblex
stanna	stoppe	vblex
stanna	stå	vblex
stapla	gildre	vblex
stapla	lunne	vblex
stapla	lø	vblex
stapla	rauke	vblex
stapla	røyse	vblex
stapla	stable	vblex
stapla	stakke	vblex
stapla	staple	vblex
stappla	stable	vblex
stappla	stolpre	vblex
starrbliga	stirre	vblex_no-adjpp-pasv
starta	starte	vblex
stationera	stasjonere	vblex
statuera	statuere	vblex
stava	stave	vblex
stegra	øke	vblex
steka	begrave	vblex
steka	steike	vblex
steka	stikke	vblex
steka	stinge	vblex
stelna	stivne	vblex
stelna	stølne	vblex
stena	steine	vblex
stenografera	stenografere	vblex
steppa	steppe	vblex
sterilisera	sterilisere	vblex
sticka	skli	vblex
sticka	spøte	vblex
sticka	strikke	vblex
stifta	stifte	vblex
stiga	flø	vblex
stiga	skritte	vblex
stiga	stige	vblex
stigmatisera	stigmatisere	vblex
stilisera	stilisere	vblex
stilla	dempe	vblex
stilla	fjelge	vblex
stilla	stille	vblex
stimma	stime	vblex_no-adjpp-pasv
stimulera	stimulere	vblex
stinga	stikke	vblex_no-past-prespasv
stinga	stinge	vblex_no-past-prespasv
stinka	stinke	vblex_no-adjpp-pasv
stipulera	stipulere	vblex
stirra	stirre	vblex
stjäla	knabbe	vblex
stjäla	kvarte	vblex
stjäla	orge	vblex
stjäla	stjele	vblex
stjäla	tjuve	vblex
stjälpa	bikke	vblex
stjälpa	velte	vblex
stocka	stokke	vblex
stoja	braske	vblex
stoja	bråke	vblex
stoja	dønne	vblex
stoja	gny	vblex
stoja	larme	vblex
stoja	slamre	vblex
stolpa	gå	vblex
stolpa	åke	vblex
stoltsera	kyte	vblex_no-adjpp-pasv
stoltsera	prale	vblex_no-adjpp-pasv
stoppa	plugge	vblex
stoppa	stagge	vblex
stoppa	stappe	vblex
stoppa	stoppe	vblex
stoppa	teppe	vblex
storma	storme	vblex
stormtrivas	stortrives	vblex_pasv
straffa	straffe	vblex
straffbelägga	kriminalisere	vblex
strama	stramme	vblex
stranda	strande	vblex
strandsätta	strande	vblex
stratifiera	stratifisere	vblex
strecka	streke	vblex
strejka	streike	vblex
stressa	stresse	vblex
streta	stri	vblex
streta	stritte	vblex
strida	bale	vblex_no-adjpp-pasv
strida	kjempe	vblex_no-adjpp-pasv
strida	krungle	vblex_no-adjpp-pasv
strida	slåss	vblex
strida	stri	vblex_no-adjpp-pasv
strida	stride	vblex_no-adjpp-pasv
strila	sile	vblex
strimla	strimle	vblex
strippa	strippe	vblex
strukturera	strukturere	vblex
strunta	ignorere	vblex_no-adjpp-pasv
strunta	ignorere	vblex_no-adjpp-pasv
strunta	strunte	vblex_no-adjpp-pasv
strutta	dalte	vblex
strutta	trippe	vblex
stryka	stryke	vblex
stryka	daude	vblex_no-adjpp-pasv
stryka	dø	vblex_no-adjpp-pasv
strypa	kjøve	vblex
strypa	kvele	vblex
strypa	kvæve	vblex
strypa	strupe	vblex
strypa	strype	vblex
sträcka	strekke	vblex
sträcka	trekke	vblex
sträcka	træ	vblex
sträva	streve	vblex
stråla	radiere	vblex
stråla	stråle	vblex
stråla	møte	vblex_no-adjpp-pasv
strålbehandla	strålebehandle	vblex
strö	strø	vblex
strömma	strømme	vblex_no-adjpp-pasv
ströva	rangle	vblex
ströva	snære	vblex
ströva	streife	vblex
ströva	vandre	vblex
stubba	pare	vblex
stubba	stusse	vblex
studera	studere	vblex
studsa	pare	vblex
studsa	stusse	vblex
stuka	forstue	vblex
stuka	forstuve	vblex
stulta	stolpre	vblex
stunda	forestå	vblex
stunda	forvalte	vblex
stupa	bumse	vblex
stupa	dette	vblex
stupa	falde	vblex
stupa	stupe	vblex
stupa	trulte	vblex
stura	furte	vblex
stura	mule	vblex
stura	sture	vblex
stura	surmule	vblex
stuva	gjemme	vblex
stuva	gjømme	vblex
stuva	stue	vblex
stuva	stuve	vblex
stycka	oppdele	vblex
stycka	stykke	vblex
stylta	stylte	vblex
stylta	styltre	vblex
stympa	lemleste	vblex
styra	hanske	vblex
styra	ratte	vblex
styra	styre	vblex
styrka	sterkne	vblex
styrka	styrke	vblex
styvna	stivne	vblex
styvna	stølne	vblex
städa	gjøre	vblex
städa	rydde	vblex
städa	vaske	vblex
ställa	fjelge	vblex
ställa	reise	vblex
ställa	stelle	vblex
ställa	stille	vblex
ställa_om	konvertere	vblex
ställa_om	omstille	vblex
ställa_till	arrangere	vblex
ställa_till	fli	vblex
ställa_till	make	vblex
ställa_till	ordne	vblex
ställa_till	stelle	vblex
stämma	saksøke	vblex
stämma	stemme	vblex
stämpla	stemple	vblex
stänga	lukke	vblex
stänga	lukke	vblex
stänga	stenge	vblex
stänga	stenge	vblex
stänga_av	slå	vblex
stänka	stenke	vblex
stärka	stive	vblex
stärka	styrke	vblex
stävja	hevle	vblex
stävja	stane	vblex
stävja	stanse	vblex
stävja	stoppe	vblex
stå	stå	vblex_no-adjpp-pasv
stånga	stange	vblex
stångas	stange	vblex_pasv
ståta	kyte	vblex
ståta	prale	vblex
stödja	stø	vblex
stödja	støe	vblex
stödja	støtte	vblex
stöka	arrangere	vblex
stöka	fli	vblex
stöka	make	vblex
stöka	ordne	vblex
stöka	stelle	vblex
stöna	stønne	vblex
stöpa	støpe	vblex
stöppla	marmorere	vblex
störa	forstyrre	vblex
störta	hølje	vblex
störta	styrte	vblex
stöta	støte	vblex
stöta	støyte	vblex
stötta	stø	vblex
stötta	støe	vblex
stötta	støtte	vblex
sublimera	sublimere	vblex
subordinera	subordinere	vblex
subsidiera	subsidiere	vblex
subskribera	subskribere	vblex
substituera	substituere	vblex
subtrahera	subtrahere	vblex
subventionera	subsidiere	vblex
subventionera	subvensjonere	vblex
sucka	sukke	vblex
sudda	viske	vblex
suffigera	suffigere	vblex
sufflera	sufflere	vblex
suga	suge	vblex
suggerera	suggerere	vblex
summa	humle	vblex_no-adjpp-pasv
summa	summe	vblex_no-adjpp-pasv
summera	addere	vblex
summera	summere	vblex
supa	drikke	vblex
supplera	supplere	vblex
supponera	supponere	vblex
surfa	surfe	vblex
surra	bendsle	vblex
surra	gjorde	vblex
surra	gjure	vblex
surra	surre	vblex
surra	vire	vblex
susa	sjoge	vblex
susa	sjogse	vblex
susa	suse	vblex
suspendera	suspendere	vblex
svaja	svage	vblex
svaja	svaie	vblex
svalka	kjøle	vblex
svalla	bølge	vblex
svalla	svelle	vblex
svalna	svalne	vblex
svamla	svimle	vblex_no-adjpp-pasv
svamla	vase	vblex_no-adjpp-pasv
svamla	vrøvle	vblex_no-adjpp-pasv
svanka	svage	vblex
svanka	svaie	vblex
svara	reagere	vblex
svara	svare	vblex
svartlista	svarteliste	vblex
svartmåla	svartmale	vblex
svartna	svartne	vblex
svassa	svanse	vblex
svepa	rangle	vblex
svepa	reive	vblex
svepa	streife	vblex
svepa	sveipe	vblex
svepa	svøpe	vblex
svepa	vandre	vblex
svetsa	sveise	vblex
svida	svi	vblex_no-adjpp-pasv
svika	svike	vblex
svikta	svikte	vblex
svimma	besvime	vblex_no-adjpp-pasv
svindla	svimle	vblex
svindla	svimre	vblex
svindla	svindle	vblex
svinga	svarve	vblex
svinga	sveive	vblex
svinga	svinge	vblex
svinga	svinse	vblex
svinga	svive	vblex
svinga	veive	vblex
svinna	krympe	vblex
svinna	svinne	vblex
svira	svire	vblex_no-adjpp-pasv
svirra	svirre	vblex_no-adjpp-pasv
svischa	gnaldre	vblex
svischa	gneldre	vblex
svischa	gnelle	vblex
svischa	gnisle	vblex
svischa	gniste	vblex
svischa	hvine	vblex
svischa	kvine	vblex
svischa	rine	vblex
svälja	jafse	vblex
svälja	sluke	vblex
svälja	snafse	vblex
svälja	svelge	vblex
svälla	ese	vblex
svälla	svelle	vblex
svälla	svulme	vblex
svälla	svulne	vblex
svälla	trutne	vblex
svälta	sulte	vblex
svänga	svarve	vblex
svänga	sveive	vblex
svänga	svinge	vblex
svänga	svinse	vblex
svänga	svive	vblex
svänga	veive	vblex
svära	banne	vblex
svära	sverge	vblex
svärma	sverme	vblex
sväva	sveve	vblex
sväva	svæve	vblex
sy	sy	vblex
syfta	sikte	vblex
sylta	sylte	vblex
symbolisera	symbolisere	vblex
sympatisera	sympatisere	vblex_no-adjpp-pasv
syna	syne	vblex
synda	synde	vblex
synka	synkronisere	vblex
synkopera	synkopere	vblex
synkronisera	synkronisere	vblex
synliggöra	synliggjøre	vblex
syntetisera	syntetisere	vblex
syra	syre	vblex
sysselsätta	sysselsette	vblex
syssla	sysle	vblex_no-adjpp-pasv
syssla	holde	vblex_no-adjpp-pasv
syssla	sysle	vblex_no-adjpp-pasv
systematisera	systematisere	vblex
säga	si	vblex
säkerställa	forsikre	vblex
säkerställa	sikre	vblex
säkra	sikre	vblex
sälja	høkre	vblex
sälja	selge	vblex
sämska	garve	vblex
sända	hitsende	vblex
sända	sende	vblex
sända	skikke	vblex
sänka	låre	vblex
sänka	senke	vblex
sära	sprike	vblex
särbehandla	spesialbehandle	vblex
särskilja	skille	vblex
sätta	sette	vblex
sätta	stille	vblex
sätta_på	starte	vblex
sätta_samman	maksle	vblex
sätta_samman	sammensette	vblex
sätta_dit	sladre	vblex
sätta	forfølge	vblex_no-adjpp-pasv
så	så	vblex
såga	kubbe	vblex
såga	sage	vblex
sålla	sile	vblex
såpa	såpe	vblex
såra	såre	vblex
söka	søke	vblex
söla	søle	vblex
sömma	sy	vblex
söndra	dele	vblex
söndra	skille	vblex
söndra	splitte	vblex
sörja	slabbe	vblex
sörja	slafse	vblex
sörja	slubbe	vblex
sörja	slufse	vblex
sörja	sulle	vblex
sörja	søle	vblex
sörja	sørge	vblex
sörpla	slubre	vblex_no-adjpp-pasv
söta	søte	vblex
söva	anestesere	vblex
söva	bedøve	vblex
ta	ta	vblex
ta	beslaglegge	vblex
ta	kverrsette	vblex
tabubelägga	tabubelegge	vblex
tacka	takke	vblex
tackla	takle	vblex
tagga	gå	vblex
tagga	merke	vblex
tagga	slå	vblex
tagga	tagge	vblex
tagga	åke	vblex
tajma	time	vblex
tala	snakke	vblex
tala	fortelle	vblex_no-adjpp-pasv
tampas	slåss	vblex_pasv
tangera	tangere	vblex
tanka	tanke	vblex
tapetsera	tapetsere	vblex
tappa	tape	vblex
tappa	tappe	vblex
tappa_bort	miste	vblex
tappa_bort	tape	vblex
tarva	behøve	vblex
tarva	trenge	vblex
tarva	turve	vblex
tassa	liste	vblex
tassa	stiltre	vblex
tassa	tasse	vblex
tatuera	tatovere	vblex
taxa	takse	vblex
taxera	taksere	vblex
teckna	abonnere	vblex
teckna	rite	vblex
teckna	tegne	vblex
tejpa	tape	vblex
tejpa	teipe	vblex
telefonera	ringe	vblex
telefonera	telefonere	vblex
telegrafera	telegrafere	vblex
temperera	temperere	vblex
tendera	tendere	vblex_no-adjpp-pasv
teoretisera	teoretisere	vblex_no-adjpp-pasv
terrorisera	terrorisere	vblex
testa	teste	vblex
testamentera	testamentere	vblex
testköra	testkjøre	vblex
texta	tekste	vblex
ticka	tikke	vblex
tidsbestämma	tidsbestemme	vblex
tiga	tie	vblex_no-adjpp-pasv
tigga	gnåle	vblex
tigga	tigge	vblex
tillaga	forberede	vblex
tillaga	gjøre	vblex
tillaga	lage	vblex
tillaga	lave	vblex
tillaga	tilberede	vblex
tillbakavisa	gjendrive	vblex
tillbe	tilbe	vblex
tilldela	iligne	vblex
tilldela	tildele	vblex
tilldöma	tildømme	vblex
tillerkänna	tillegge	vblex
tillfalla	tilfalle	vblex
tillfoga	legge	vblex
tillfredsställa	satisfisere	vblex
tillfredsställa	stette	vblex
tillfredsställa	tilfredsstille	vblex
tillfråga	spørre	vblex
tillföra	tilføre	vblex
tillförsäkra	forsikre	vblex
tillgodose	tilgodese	vblex
tillgängliggöra	gjøre	vblex
tillhöra	tilhøre	vblex
tillintetgöra	tilintetgjøre	vblex
tillkalla	stevne	vblex
tillkalla	tilkalle	vblex
tillkomma	tilkomme	vblex
tillkännage	kunngjøre	vblex
tillmäta	tillegge	vblex
tillra	trille	vblex
tillreda	forberede	vblex
tillreda	førebu	vblex
tillryggalägga	tilbakelegge	vblex
tillrättalägga	arrangere	vblex
tillrättalägga	klarlegge	vblex
tillrättavisa	irettesette	vblex
tillråda	tilrå	vblex
tillse	forsikre	vblex
tillsluta	lukke	vblex
tillsluta	stenge	vblex
tillspetsa	spisse	vblex
tillspetsa	tilspisse	vblex
tillstunda	forestå	vblex
tillstunda	forvalte	vblex
tillstyrka	godkjenne	vblex
tillstädja	tillate	vblex
tillstå	tilstå	vblex_no-adjpp-pasv
tillstöta	tilstøte	vblex
tillsäga	tilsi	vblex
tillsätta	tilsette	vblex
tillta	tilta	vblex
tilltala	tiltale	vblex
tilltro	tiltro	vblex
tillträda	tiltre	vblex
tilltäppa	tilstoppe	vblex
tillvarata	forsvare	vblex
tillverka	gjøre	vblex
tillverka	lage	vblex
tillverka	lave	vblex
tillverka	tilvirke	vblex
tillyxa	tilhugge	vblex
tillägna	tilegne	vblex
tillämpa	bruke	vblex
tillämpa	tillempe	vblex
tillåta	tillate	vblex
tillönska	ønske	vblex
tima	time	vblex
timra	tømre	vblex
tindra	tindre	vblex_no-adjpp-pasv
tinga	bestille	vblex
tiodubbla	tidoble	vblex
tippa	satse	vblex
tippa	tippe	vblex
tippa	vedde	vblex
tipsa	tipse	vblex
tira	titte	vblex
tira	øye	vblex
titta_på	se	vblex
titta	kikke	vblex
titta	titte	vblex
titulera	titulere	vblex
tjacka	kjøpe	vblex
tjafsa	tjafse	vblex
tjafsa	vase	vblex
tjafsa	vrøvle	vblex
tjalla	sladre	vblex
tjata	mase	vblex
tjura	furte	vblex
tjura	mule	vblex
tjura	sture	vblex
tjura	surmule	vblex
tjusa	fortrolle	vblex
tjusa	fortrylle	vblex
tjusa	kogle	vblex
tjuta	tute	vblex_no-adjpp-pasv
tjuva	knabbe	vblex
tjuva	kvarte	vblex
tjuva	orge	vblex
tjuva	stjele	vblex
tjuva	tjuve	vblex
tjuvfiska	tyvfiske	vblex
tjuvhålla	tilbakeholde	vblex
tjuvstarta	tjuvstarte	vblex
tjuvstarta	tyvstarte	vblex
tjäna	tjene	vblex
tjära	tjære	vblex
tjära	tjærebre	vblex
toffla	tøfle	vblex
tolerera	tolerere	vblex
tolka	tolke	vblex
tona	lyde	vblex
tona	lyte	vblex
tona	låte	vblex
tona	tone	vblex
tona_ner	nedtone	vblex
tonsätta	tonesette	vblex
tonsätta	tonsette	vblex
toppa	toppe	vblex
topprida	hundse	vblex
torka	bokne	vblex
torka	tørke	vblex
torka	tørre	vblex
torna	ruve	vblex
torna	tårne	vblex
torpedera	torpedere	vblex
torrlägga	tørrlegge	vblex
tortera	torturere	vblex
totalhaverera	totalhavarere	vblex
trafikera	trafikkere	vblex
traggla	plage	vblex
trakassera	trakassere	vblex
trakta	trakte	vblex
traktera	behandle	vblex
traktera	traktere	vblex
tralla	tralle	vblex
trampa	klampe	vblex
trampa	slampe	vblex
trampa	trampe	vblex
trampa	tråkke	vblex
tranchera	tranchere	vblex
tranchera	transjere	vblex
transferera	transferere	vblex
transformera	transformere	vblex
transitera	transittere	vblex
transkribera	transkribere	vblex
transmittera	transmittere	vblex
transpirera	svette	vblex_no-adjpp-pasv
transpirera	transpirere	vblex_no-adjpp-pasv
transplantera	transplantere	vblex
transponera	transponere	vblex
transportera	transportere	vblex
trappa	eskalere	vblex_no-adjpp-pasv
trasa	stumpe	vblex
traska	labbe	vblex
traska	trabelere	vblex
traska	traske	vblex
traumatisera	traumatisere	vblex_no-adjpp-pasv
trava	pale	vblex
trava	trave	vblex
travestera	travestere	vblex
tredubbla	tredoble	vblex
trefaldiga	tredoble	vblex
treva	famle	vblex
treva	fomle	vblex
treva	stomle	vblex
treva	trivle	vblex
tricksa	trikse	vblex
trilla	trille	vblex
trimma	trimme	vblex
trippa	dalte	vblex
trippa	trippe	vblex
triumfera	triumfere	vblex_no-adjpp-pasv
trivas	trive	vblex_pasv
trivialisera	trivialisere	vblex
trixa	trikse	vblex
tro	mene	vblex
tro	tro	vblex
trolla	trolle	vblex
trolla	trylle	vblex
trollbinda	trollbinde	vblex
trona	trone	vblex
trotsa	trosse	vblex
truga	true	vblex
trula	furte	vblex
trula	mule	vblex
trula	sture	vblex
trula	surmule	vblex
trumfa	dikte	vblex
trumfa	trumfe	vblex
trumla	tromle	vblex
trycka	trykke	vblex
trycka_på	påvirke	vblex
tryckimpregnera	trykkimpregnere	vblex
trygga	sikre	vblex
trygga	trygge	vblex
trä	tre	vblex
trä	trå	vblex
trä	trø	vblex
träcka	bæsje	vblex
träcka	drite	vblex
träcka	skite	vblex
träcka	trekke	vblex
träcka	træ	vblex
träda	tre	vblex
träffa	ramme	vblex
träffa	råke	vblex
träffa	treffe	vblex
träffas	møtes	vblex_pasv
träla	slave	vblex
träna	kurse	vblex
träna	trene	vblex
tränga	trenge	vblex
trängas	trenges	vblex_pasv
träta	stri	vblex
träta	stride	vblex
träta	trette	vblex
tråckla	tråkle	vblex
tråka	bore	vblex
tråla	tråle	vblex
tråna	fyse	vblex
tråna	hipe	vblex
tråna	lenges	vblex
tråna	lengte	vblex
tråna	stunde	vblex
tröska	traske	vblex
trösta	trøste	vblex
tröttna	keike	vblex
tröttna	trette	vblex
tröttna	trøtne	vblex
tröttna	trøtte	vblex
tudela	halvere	vblex
tuffa	tøffe	vblex
tugga	tygge	vblex
tukta	tukte	vblex
tumla	base	vblex
tumla	boltre	vblex
tumla	tumle	vblex
tunna	tynne	vblex
tupera	tupere	vblex
turnera	turnere	vblex
tuta	tute	vblex_no-adjpp-pasv
tutta_på	nøre	vblex
tutta_på	snu	vblex
tveka	nøle	vblex
tveka	tøve	vblex
tvinga	tvinge	vblex
tvinna	tvinne	vblex
tvista	kives	vblex
tvista	kjekle	vblex
tvista	krangle	vblex
tvista	munnhogges	vblex
tvista	munnhugges	vblex
tvista	nebbes	vblex
tvista	tviste	vblex
tvivla	tvile	vblex
tvärstanna	tverrstoppe	vblex
tvärvända	bråvende	vblex_no-adjpp-pasv
tvätta	lauge	vblex
tvätta	tvette	vblex
tvätta	vaske	vblex
tvåla_in	såpe	vblex
tvångsförflytta	tvangsforflytte	vblex
tycka	mene	vblex
tycka	synes	vblex
tycka_om	like	vblex
tycka_om	være	vblex
tyda	tyde	vblex
tyda	tyte	vblex
tydliggöra	klargjøre	vblex
tygla	tøyle	vblex
tynga	tynge	vblex
tynga	veie	vblex
typifiera	typifisere	vblex
tyrannisera	hardstyre	vblex
tyrannisera	tyrannisere	vblex
tystna	tie	vblex
tystna	tystne	vblex
täcka	dekke	vblex
tälja	snitte	vblex
tämja	temme	vblex
tända	nøre	vblex
tända	snu	vblex
tända	tenne	vblex
tänja	strekke	vblex
tänka	tenke	vblex
tära	tære	vblex
täta	tette	vblex
tätna	tetne	vblex
tävla	konkurrere	vblex
tävla	tevle	vblex
tåga	toge	vblex
tåla	tolerere	vblex
tåla	tåle	vblex
töa	smelte	vblex
töa	tø	vblex
töja	strekke	vblex
töja	tøye	vblex
tömma	tømme	vblex
törna	tørne	vblex
törsta	tørste	vblex
umbära	unnvære	vblex_no-adjpp-pasv
umgälla	unngjelde	vblex
umgås	omgås	vblex_pasv
undangömma	gjemme	vblex
undanhålla	fjerne	vblex
undanskymma	løyne	vblex
undanskymma	skjule	vblex
undanta	unnta	vblex
underbetala	underbetale	vblex
underbygga	underbygge	vblex
underdimensionera	underdimensjonere	vblex
underdriva	underdrive	vblex
underexponera	undereksponere	vblex
underförstå	underforstå	vblex_no-adjpp-pasv
undergräva	undergrave	vblex
underhandla	akkedere	vblex
underhandla	forhandle	vblex
underkasta	underkaste	vblex
underkuva	underkue	vblex
underkuva	undertrykke	vblex
underkänna	underkjenne	vblex
underlätta	lette	vblex
underlåta	la	vblex
underminera	underminere	vblex
underordna	underordne	vblex
underrätta	informere	vblex
underrätta	underrette	vblex
underrätta	varsle	vblex
underskatta	undervurdere	vblex
underslå	underslå	vblex
understryka	understreke	vblex
understödja	støtte	vblex
understödja	understøtte	vblex
undersöka	undersøke	vblex
underteckna	underskrive	vblex
underteckna	undertegne	vblex
undertrycka	undertrykke	vblex
undervisa	undervise	vblex
undervärdera	undervurdere	vblex
undfalla	unnsleppe	vblex_no-adjpp-pasv
undfalla	unnslippe	vblex_no-adjpp-pasv
undfly	flykte	vblex
undfägna	beverte	vblex
undgå	unngå	vblex_no-adjpp-pasv
undkomma	flykte	vblex_no-adjpp-pasv
undra	undre	vblex
undskylla	unnskylde	vblex
undslippa	unnsleppe	vblex_no-adjpp-pasv
undsätta	unnsette	vblex
undvara	unnvære	vblex_no-adjpp-pasv
undvika	eludere	vblex
undvika	unngå	vblex
undvika	unnvike	vblex
uniformera	uniformere	vblex
unna	unne	vblex
upparbeta	behandle	vblex
upparbeta	opparbeide	vblex
uppbjuda	innby	vblex
uppbjuda	invitere	vblex
uppbära	innsamle	vblex
uppbåda	mønstre	vblex
uppdaga	oppdage	vblex
uppdatera	oppdatere	vblex
uppdela	avdele	vblex
uppdela	oppdele	vblex
uppdra	oppdra	vblex
uppdriva	oppdrive	vblex
uppehålla	oppholde	vblex
uppenbara	åpenbare	vblex
uppfatta	fatte	vblex
uppfatta	forstå	vblex
uppfatta	oppfatte	vblex
uppfinna	oppfinne	vblex
uppfordra	oppfordre	vblex
uppfostra	oppdra	vblex
uppfostra	oppfostre	vblex
uppfylla	oppfylle	vblex
uppfånga	fange	vblex
uppföda	oppfostre	vblex
uppföra	oppføre	vblex
uppge	oppgi	vblex
uppgradera	oppgradere	vblex
uppgradera	videreutdanne	vblex
upphandla	oppkjøpe	vblex
upphandla	skaffe	vblex
upphetsa	opphisse	vblex
upphäva	oppheve	vblex
upphöja	heve	vblex
upphöja	opphøye	vblex
upphöra	opphøre	vblex
uppkalla	oppkalle	vblex
uppklara	løse	vblex
uppklara	oppklare	vblex
uppleva	oppleve	vblex
upplysa	opplyse	vblex
uppläsa	opplese	vblex
upplösa	oppløse	vblex
uppmana	oppfordre	vblex
uppmana	oppmane	vblex
uppmuntra	oppmuntre	vblex
uppmäta	måle	vblex
uppnå	oppnå	vblex
uppodla	dyrke	vblex
uppoffra	ofre	vblex
upprepa	gjenta	vblex
uppresa	oppreise	vblex
upprätta	opprette	vblex
upprätthålla	opprettholde	vblex
upprätthålla	vedlikeholde	vblex
uppröra	opprøre	vblex
uppskatta	anslå	vblex
uppskatta	bedømme	vblex
uppskatta	sette	vblex
uppskatta	verdsette	vblex
uppskjuta	utsette	vblex
uppsluka	jafse	vblex
uppsluka	oppsluke	vblex
uppsluka	sluke	vblex
uppsluka	snafse	vblex
uppspåra	spore	vblex_no-adjpp-pasv
uppstämma	istemme	vblex
uppstå	oppstå	vblex
uppstå	stå	vblex
uppsöka	oppsøke	vblex
uppta	oppta	vblex
upptrappa	eskalere	vblex
uppträda	opptre	vblex
upptäcka	oppdage	vblex
upptända	kveike	vblex
uppvakta	besøke	vblex
uppvakta	vitje	vblex
uppvigla	oppvigle	vblex
uppvisa	demonstrere	vblex
uppvisa	framvise	vblex
uppvisa	fremvise	vblex
uppvisa	kjekke	vblex
uppvisa	oppe	vblex
uppvisa	oppvise	vblex
uppvisa	vise	vblex
uppväga	kompensere	vblex
uppvärdera	oppgradere	vblex
uppvärdera	oppvurdere	vblex
uppväxa	oppvokse	vblex_no-adjpp-pasv
urarta	utarte	vblex
urbanisera	urbanisere	vblex
urholka	erodere	vblex
urholka	uthule	vblex
urinera	urinere	vblex_no-adjpp-pasv
urskilja	skille	vblex
urskilja	skjelne	vblex
ursäkta	unnskylde	vblex
uruppföra	urframføre	vblex
uruppföra	urfremføre	vblex
uruppföra	uroppføre	vblex
usurpera	usurpere	vblex
utarbeta	utarbeide	vblex
utbasunera	understreke	vblex
utbasunera	utbasunere	vblex
utbetala	utbetale	vblex
utbilda	utdanne	vblex
utblotta	utblotte	vblex
utbre	utbre	vblex
utbrodera	fiffe	vblex
utbrodera	pynte	vblex
utbrodera	stase	vblex
utbryta	utbryte	vblex
utbyta	skifte	vblex
utbyta	utbytte	vblex
utdela	dele	vblex
utdela	distribuere	vblex
utdela	utdele	vblex
utdöma	bedømme	vblex
utdöma	dømme	vblex
utelämna	utelate	vblex
utesluta	utelukke	vblex
utestänga	utestenge	vblex
utexaminera	uteksaminere	vblex
utfodra	fôre	vblex
utfodra	gjø	vblex
utfodra	gjøde	vblex
utfordra	fôre	vblex
utforma	utforme	vblex
utforska	utforske	vblex
utfylla	utfylle	vblex
utfärda	forberede	vblex
utfärda	utarbeide	vblex
utföra	utføre	vblex
utge	sleppe	vblex
utge	utgi	vblex
utgå	begynne	vblex
utgå	forutsette	vblex
utgå	gå	vblex
utgå	starte	vblex
utgöra	utgjøre	vblex
utjämna	utjevne	vblex
utjämna	utligne	vblex
utjämna	utlikne	vblex
utklassa	utklasse	vblex
utkomma	komme	vblex
utkomma	utkomme	vblex
utkonkurrera	utkonkurrere	vblex
utkristallisera	utkrystallisere	vblex
utkräva	kreve	vblex
utkämpa	utkjempe	vblex
utlokalisera	flytte	vblex
utlysa	utlyse	vblex
utlägga	utlegge	vblex
utlämna	utlevere	vblex
utläsa	utlese	vblex
utlåna	utlåne	vblex_no-adjpp-pasv
utlöpa	utløpe	vblex
utlösa	utløse	vblex
utmana	utfordre	vblex
utmanövrera	utmanøvrere	vblex
utmatta	utmatte	vblex
utmejsla	hamre	vblex
utmärka	merke	vblex
utmärka	utmerke	vblex
utmäta	utmåle	vblex
utmåla	skildre	vblex
utmåla	utmale	vblex
utmönstra	kassere	vblex
utnyttja	eksploatere	vblex
utnyttja	utnytte	vblex
utnämna	oppnevne	vblex
utnämna	utnevne	vblex
utpeka	utpeke	vblex
utplacera	utplassere	vblex
utplåna	utradere	vblex
utplåna	utrydde	vblex
utprova	utprøve	vblex
utradera	utrydde	vblex
utrangera	utrangere	vblex
utreda	undersøke	vblex
utreda	utrede	vblex
utropa	eksklamere	vblex
utropa	utrope	vblex
utrota	utrydde	vblex
utrusta	utruste	vblex
uträtta	utrette	vblex
utse	utse	vblex
utsira	utsmykke	vblex
utslunga	slynge	vblex
utsläcka	slokne	vblex
utsläcka	slukke	vblex
utsläcka	slukne	vblex
utsläcka	sløkke	vblex
utsläta	utslette	vblex
utsmycka	utsmykke	vblex
utspisa	bespise	vblex
